datetime,station_antwerp,station_paris,station_london
2019-06-08 15:00,,11.1,13
2019-06-08 16:00,,10.3,17
2019-06-08 17:00,,11.7,19
2019-06-08 18:00,,14.1,20
2019-06-08 19:00,,14.8,20
2019-06-08 20:00,,22,19
2019-06-08 21:00,,,17
2019-06-08 22:00,,,16
2019-06-08 23:00,,36.7,
2019-06-09 0:00,,34.8,20
2019-06-09 1:00,,47,10
2019-06-09 2:00,,55.9,10
2019-06-09 3:00,10,41,7
2019-06-09 4:00,,51.2,7
2019-06-09 5:00,,51.5,1
2019-06-09 6:00,,43,1
2019-06-09 7:00,,42.2,5
2019-06-09 8:00,,36.7,1
2019-06-09 9:00,,32.7,0
2019-06-09 10:00,,30.2,0
2019-06-09 11:00,,25,2
2019-06-09 12:00,,16.6,5
2019-06-09 13:00,,14.6,8
2019-06-09 14:00,,14.6,13
2019-06-09 15:00,,10.2,17
2019-06-09 16:00,,7.9,19
2019-06-09 17:00,,7.2,24
2019-06-09 18:00,,10.3,26
2019-06-09 19:00,,13,20
2019-06-09 20:00,,19.5,21
2019-06-09 21:00,,30.6,21
2019-06-09 22:00,,33.2,22
2019-06-09 23:00,,30.9,
2019-06-10 0:00,,37.1,24
2019-06-10 1:00,,39.9,21
2019-06-10 2:00,,28.1,21
2019-06-10 3:00,18.5,19.3,25
2019-06-10 4:00,,17.8,25
2019-06-10 5:00,,18,24
2019-06-10 6:00,,13.7,24
2019-06-10 7:00,,21.3,24
2019-06-10 8:00,,26.7,22
2019-06-10 9:00,,23,27
2019-06-10 10:00,,16.9,34
2019-06-10 11:00,,18.5,45
2019-06-10 12:00,,14.1,41
2019-06-10 13:00,,12.2,45
2019-06-10 14:00,,11.7,51
2019-06-10 15:00,,9.6,40
2019-06-10 16:00,,9.5,40
2019-06-10 17:00,,11.7,31
2019-06-10 18:00,,15.1,28
2019-06-10 19:00,,19.1,26
2019-06-10 20:00,,18.4,25
2019-06-10 21:00,,22.3,26
2019-06-10 22:00,,22.6,24
2019-06-10 23:00,,23.5,23
2019-06-11 0:00,,24.8,23
2019-06-11 1:00,,24.1,15
2019-06-11 2:00,,19.6,15
2019-06-11 3:00,7.5,19.1,16
2019-06-11 4:00,,29.6,16
2019-06-11 5:00,,32.3,13
2019-06-11 6:00,,52.7,13
2019-06-11 7:00,,58.7,17
2019-06-11 8:00,,55.4,18
2019-06-11 9:00,,58,21
2019-06-11 10:00,,43.6,23
2019-06-11 11:00,,31.7,22
2019-06-11 12:00,,22.1,22
2019-06-11 13:00,,17.3,23
2019-06-11 14:00,,12.6,26
2019-06-11 15:00,,13.1,35
2019-06-11 16:00,,16.6,31
2019-06-11 17:00,,19.8,31
2019-06-11 18:00,,22.6,30
2019-06-11 19:00,,35.5,31
2019-06-11 20:00,,44.6,30
2019-06-11 21:00,,36.1,22
2019-06-11 22:00,,42.7,22
2019-06-11 23:00,,54.1,20
2019-06-12 0:00,,59.4,20
2019-06-12 1:00,,41.5,15
2019-06-12 2:00,,37.2,
2019-06-12 3:00,21,41.9,
2019-06-12 4:00,,34.7,11
2019-06-12 5:00,,36.3,9
2019-06-12 6:00,,44.9,9
2019-06-12 7:00,,42.7,12
2019-06-12 8:00,,38.4,17
2019-06-12 9:00,,44.4,20
2019-06-12 10:00,,35.5,22
2019-06-12 11:00,,26.7,25
2019-06-12 12:00,,0,35
2019-06-12 13:00,,0,33
2019-06-12 14:00,,15.4,33
2019-06-12 15:00,,17.9,35
2019-06-12 16:00,,20.3,42
2019-06-12 17:00,,16.8,45
2019-06-12 18:00,,23.6,43
2019-06-12 19:00,,24.2,45
2019-06-12 20:00,,25.3,33
2019-06-12 21:00,,23.4,41
2019-06-12 22:00,,29.2,43
2019-06-12 23:00,,29.3,
2019-06-13 0:00,,25.6,35
2019-06-13 1:00,,26.9,29
2019-06-13 2:00,,20,
2019-06-13 3:00,28.5,18.7,26
2019-06-13 4:00,,18,26
2019-06-13 5:00,,18.8,16
2019-06-13 6:00,,24.6,16
2019-06-13 7:00,,37,19
2019-06-13 8:00,,39.8,21
2019-06-13 9:00,,40.9,19
2019-06-13 10:00,,35.3,16
2019-06-13 11:00,,30.2,18
2019-06-13 12:00,,24.5,19
2019-06-13 13:00,,22.7,19
2019-06-13 14:00,,17.9,16
2019-06-13 15:00,,18.2,15
2019-06-13 16:00,,19.4,13
2019-06-13 17:00,,28.8,11
2019-06-13 18:00,,36.1,15
2019-06-13 19:00,,38.2,14
2019-06-13 20:00,,24,13
2019-06-13 21:00,,27.5,14
2019-06-13 22:00,,31.5,15
2019-06-13 23:00,,58.8,15
2019-06-14 0:00,,77.9,15
2019-06-14 1:00,,78.3,13
2019-06-14 2:00,,74.2,
2019-06-14 3:00,,68.1,8
2019-06-14 4:00,,66.6,8
2019-06-14 5:00,,48.5,6
2019-06-14 6:00,,37.9,6
2019-06-14 7:00,,49.3,13
2019-06-14 8:00,,64.3,11
2019-06-14 9:00,,51.5,11
2019-06-14 10:00,,34.3,14
2019-06-14 11:00,36.5,27.9,13
2019-06-14 12:00,,25.1,13
2019-06-14 13:00,,21.8,15
2019-06-14 14:00,,17.1,16
2019-06-14 15:00,,15.4,22
2019-06-14 16:00,,14.2,25
2019-06-14 17:00,,15.2,25
2019-06-14 18:00,,18.9,26
2019-06-14 19:00,,16.6,27
2019-06-14 20:00,,19,26
2019-06-14 21:00,,25,26
2019-06-14 22:00,,41.9,25
2019-06-14 23:00,,55,26
2019-06-15 0:00,,35.3,26
2019-06-15 1:00,,32.1,26
2019-06-15 2:00,,29.6,
2019-06-15 3:00,17.5,29,
2019-06-15 4:00,,33.9,
2019-06-15 5:00,,,10
2019-06-15 6:00,,,10
2019-06-15 7:00,,,13
2019-06-15 8:00,,35.8,13
2019-06-15 9:00,,24.1,8
2019-06-15 10:00,,17.6,8
2019-06-15 11:00,,14,12
2019-06-15 12:00,,12.1,14
2019-06-15 13:00,,11.1,13
2019-06-15 14:00,,9.4,18
2019-06-15 15:00,,9,17
2019-06-15 16:00,,9.6,18
2019-06-15 17:00,,10.5,18
2019-06-15 18:00,,10.7,20
2019-06-15 19:00,,11.1,22
2019-06-15 20:00,,14,22
2019-06-15 21:00,,14.2,21
2019-06-15 22:00,,15.2,20
2019-06-15 23:00,,17.2,19
2019-06-16 0:00,,20.1,19
2019-06-16 1:00,,22.6,15
2019-06-16 2:00,,16.5,15
2019-06-16 3:00,42.5,12.8,12
2019-06-16 4:00,,11.4,12
2019-06-16 5:00,,11.2,10
2019-06-16 6:00,,11.7,10
2019-06-16 7:00,,14,8
2019-06-16 8:00,,11.6,5
2019-06-16 9:00,,10.2,4
2019-06-16 10:00,,9.9,5
2019-06-16 11:00,,9.4,6
2019-06-16 12:00,,8.7,6
2019-06-16 13:00,,12.9,10
2019-06-16 14:00,,11.2,16
2019-06-16 15:00,,8.7,23
2019-06-16 16:00,,8.1,26
2019-06-16 17:00,,8.4,29
2019-06-16 18:00,,9.2,29
2019-06-16 19:00,,11.8,28
2019-06-16 20:00,,12.3,28
2019-06-16 21:00,,14.4,27
2019-06-16 22:00,,23.3,25
2019-06-16 23:00,,42.7,
2019-06-17 0:00,,56.6,23
2019-06-17 1:00,,67.3,17
2019-06-17 2:00,,69.3,17
2019-06-17 3:00,42,58.8,14
2019-06-17 4:00,35.5,53.1,14
2019-06-17 5:00,36,49.1,11
2019-06-17 6:00,39.5,45.7,11
2019-06-17 7:00,42.5,44.8,12
2019-06-17 8:00,43.5,52.3,13
2019-06-17 9:00,45,54.4,13
2019-06-17 10:00,41,51.6,11
2019-06-17 11:00,,30.4,11
2019-06-17 12:00,,16,11
2019-06-17 13:00,,15.2,
2019-06-17 14:00,,10.1,
2019-06-17 15:00,,9.6,
2019-06-17 16:00,,11.5,
2019-06-17 17:00,,13.1,
2019-06-17 18:00,,11.9,
2019-06-17 19:00,,14.9,
2019-06-17 20:00,,15.4,
2019-06-17 21:00,,15.2,
2019-06-17 22:00,,20.5,
2019-06-17 23:00,,38.3,
2019-06-18 0:00,,51,
2019-06-18 1:00,,73.3,
2019-06-18 2:00,,66.2,
2019-06-18 3:00,,60.1,
2019-06-18 4:00,,39.8,
2019-06-18 5:00,,45.5,
2019-06-18 6:00,,26.5,
2019-06-18 7:00,,33.8,
2019-06-18 8:00,,51.4,
2019-06-18 9:00,,52.6,
2019-06-18 10:00,,49.6,
2019-06-18 21:00,,15.3,
2019-06-18 22:00,,17,
2019-06-18 23:00,,23.1,
2019-06-19 0:00,,39.3,
2019-06-19 11:00,,27.3,
2019-06-19 12:00,,26.6,
2019-06-20 15:00,,19.4,
2019-06-20 16:00,,20.1,
2019-06-20 17:00,,19.3,
2019-06-20 18:00,,19,
2019-06-20 19:00,,23.2,
2019-06-20 20:00,,23.9,
2019-06-20 21:00,,25.3,
2019-06-20 22:00,,21.4,
2019-06-20 23:00,,24.9,
2019-06-21 0:00,,26.5,
2019-06-21 1:00,,21.8,
2019-06-21 2:00,,20,
